STEP 0; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 0 resources out of10
STEP 244; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 1 }. Found 2 resources out of10
STEP 245; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 7 }. Found 2 resources out of10
STEP 246; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 7 }. Found 2 resources out of10
STEP 247; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of10
STEP 248; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of10
STEP 249; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 4 }. Found 2 resources out of10
STEP 250; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 2 }. Found 2 resources out of10
STEP 251; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 2 }. Found 2 resources out of10
STEP 252; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of10
STEP 253; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of10
STEP 254; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 3 }. Found 2 resources out of10
STEP 255; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 1 }. Found 2 resources out of10
STEP 256; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of10
STEP 257; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 7 }. Found 2 resources out of10
STEP 258; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 7 }. Found 2 resources out of10
STEP 259; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 7 }. Found 2 resources out of10
STEP 260; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 0 }. Found 2 resources out of10
STEP 261; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 6 }. Found 2 resources out of10
STEP 262; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 4 }. Found 2 resources out of10
STEP 263; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 2 }. Found 2 resources out of10
STEP 264; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of10
STEP 265; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 1 }. Found 2 resources out of10
STEP 266; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of10
STEP 267; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 6 }. Found 2 resources out of10
STEP 268; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 7 }. Found 2 resources out of10
STEP 269; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 4 }. Found 2 resources out of10
STEP 270; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 2 }. Found 2 resources out of10
STEP 271; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of10
STEP 272; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of10
STEP 273; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 6 }. Found 2 resources out of10
STEP 274; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 0 }. Found 2 resources out of10
STEP 275; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 4 }. Found 2 resources out of10
STEP 276; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 1 }. Found 2 resources out of10
STEP 277; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 7 }. Found 2 resources out of10
STEP 278; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 6 }. Found 2 resources out of10
STEP 279; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 6 }. Found 2 resources out of10
STEP 280; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of10
STEP 281; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 2 }. Found 2 resources out of10
STEP 282; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 0 }. Found 2 resources out of10
STEP 283; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of10
STEP 284; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of10
STEP 285; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 2 }. Found 2 resources out of10
STEP 286; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 4 }. Found 2 resources out of10
STEP 287; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of10
STEP 288; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 3 }. Found 2 resources out of10
STEP 289; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of10
STEP 290; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of10
STEP 291; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of10
STEP 292; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 0 }. Found 2 resources out of10
STEP 293; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 1 }. Found 2 resources out of10
STEP 294; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of10
STEP 295; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 5 }. Found 2 resources out of10
STEP 296; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 0 }. Found 2 resources out of10
STEP 297; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 0 }. Found 2 resources out of10
STEP 298; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of10
STEP 299; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of10
STEP 300; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 4 }. Found 2 resources out of10
STEP 301; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 2 }. Found 2 resources out of10
STEP 302; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of10
STEP 303; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of10
STEP 304; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of10
STEP 305; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of10
STEP 306; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 2 resources out of10
STEP 307; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 6 }. Found 2 resources out of10
STEP 308; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of10
STEP 309; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of10
STEP 310; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 3 }. Found 2 resources out of10
STEP 311; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 2 resources out of10
STEP 312; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 2 resources out of10
STEP 313; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 0 }. Found 2 resources out of10
STEP 314; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 1 }. Found 2 resources out of10
STEP 315; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 2 }. Found 2 resources out of10
STEP 316; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of10
STEP 317; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 6 }. Found 2 resources out of10
STEP 318; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 4 }. Found 2 resources out of10
STEP 319; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 5 }. Found 2 resources out of10
STEP 320; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 5 }. Found 2 resources out of10
STEP 321; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 1 }. Found 2 resources out of10
STEP 322; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of10
STEP 323; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 2 }. Found 2 resources out of10
STEP 324; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 0 }. Found 2 resources out of10
STEP 325; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 2 }. Found 2 resources out of10
STEP 326; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 7 }. Found 2 resources out of10
STEP 327; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 6 }. Found 2 resources out of10
STEP 328; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 2 resources out of10
STEP 329; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 0 }. Found 2 resources out of10
STEP 330; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of10
STEP 331; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 2 }. Found 2 resources out of10
STEP 332; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 4 }. Found 2 resources out of10
STEP 333; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 7 }. Found 2 resources out of10
STEP 334; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of10
STEP 335; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 1 }. Found 2 resources out of10
STEP 336; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 1 }. Found 2 resources out of10
STEP 337; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 7 }. Found 2 resources out of10
STEP 338; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 4 }. Found 2 resources out of10
STEP 339; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of10
STEP 340; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 1 }. Found 2 resources out of10
STEP 341; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of10
STEP 342; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of10
STEP 343; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 1 }. Found 2 resources out of10
STEP 344; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of10
STEP 345; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 7 }. Found 2 resources out of10
STEP 346; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of10
STEP 347; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 0 }. Found 2 resources out of10
STEP 348; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 6 }. Found 2 resources out of10
STEP 349; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 0 }. Found 2 resources out of10
STEP 350; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of10
STEP 351; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 6 }. Found 2 resources out of10
STEP 352; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of10
STEP 353; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 6 }. Found 2 resources out of10
STEP 354; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of10
STEP 355; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 7 }. Found 2 resources out of10
STEP 356; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 2 resources out of10
STEP 357; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 2 }. Found 2 resources out of10
STEP 358; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of10
STEP 359; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 7 }. Found 2 resources out of10
STEP 360; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 1 }. Found 2 resources out of10
STEP 361; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 0 }. Found 2 resources out of10
STEP 362; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of10
STEP 363; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 0 }. Found 2 resources out of10
STEP 364; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of10
STEP 365; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 2 resources out of10
STEP 366; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 7 }. Found 2 resources out of10
STEP 367; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of10
STEP 368; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of10
STEP 369; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 1 }. Found 2 resources out of10
STEP 370; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 1 }. Found 2 resources out of10
STEP 371; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 6 }. Found 2 resources out of10
STEP 372; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 2 }. Found 2 resources out of10
STEP 373; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 0 }. Found 2 resources out of10
STEP 374; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 2 }. Found 2 resources out of10
STEP 375; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of10
STEP 376; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of10
STEP 377; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of10
STEP 378; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 3 }. Found 2 resources out of10
STEP 379; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 4 }. Found 2 resources out of10
STEP 380; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of10
STEP 381; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of10
STEP 382; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of10
STEP 383; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 3 }. Found 2 resources out of10
STEP 384; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 3 }. Found 2 resources out of10
STEP 385; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of10
STEP 386; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of10
STEP 387; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 7 }. Found 2 resources out of10
STEP 388; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of10
STEP 389; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of10
STEP 390; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of10
STEP 391; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 1 }. Found 2 resources out of10
STEP 392; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 0 }. Found 2 resources out of10
STEP 393; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of10
STEP 394; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of10
STEP 395; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 1 }. Found 2 resources out of10
STEP 396; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of10
STEP 397; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 0 }. Found 2 resources out of10
STEP 398; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of10
STEP 399; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 0 }. Found 2 resources out of10
STEP 400; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 4 }. Found 2 resources out of10
STEP 401; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 0 }. Found 2 resources out of10
STEP 402; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 0 }. Found 2 resources out of10
STEP 403; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 5 }. Found 2 resources out of10
STEP 404; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of10
STEP 405; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 1 }. Found 2 resources out of10
STEP 406; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 4 }. Found 2 resources out of10
STEP 407; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 4 }. Found 2 resources out of10
STEP 408; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of10
STEP 409; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of10
STEP 410; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 2 }. Found 2 resources out of10
STEP 411; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of10
STEP 412; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 7 }. Found 2 resources out of10
STEP 413; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of10
STEP 414; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 3 }. Found 2 resources out of10
STEP 415; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 1 }. Found 2 resources out of10
STEP 416; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of10
STEP 417; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 2 }. Found 2 resources out of10
STEP 418; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of10
STEP 419; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of10
STEP 420; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of10
STEP 421; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 7 }. Found 2 resources out of10
STEP 422; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 1 }. Found 2 resources out of10
STEP 423; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of10
STEP 424; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of10
STEP 425; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 5 }. Found 2 resources out of10
STEP 426; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of10
STEP 427; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 0 }. Found 2 resources out of10
STEP 428; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of10
STEP 429; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 3 }. Found 2 resources out of10
STEP 430; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 1 }. Found 2 resources out of10
STEP 431; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of10
STEP 432; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 2 }. Found 2 resources out of10
STEP 433; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 2 resources out of10
